employee_id,department,level,gender,base_salary,bonus,total_compensation,years_experience,age,contract_type
EMP0176,Sales,Senior,M,67600,8500,76100,14,38,full-time
EMP0375,Marketing,Junior,M,25900,3500,29400,0,24,part-time
EMP0182,Sales,Senior,M,55100,5600,60700,15,35,part-time
EMP0145,Sales,Mid,M,48400,8400,56800,7,30,full-time
EMP0371,Marketing,Junior,M,34700,4100,38800,3,27,full-time
EMP0381,Marketing,Mid,F,41300,3900,45200,5,28,full-time
EMP0196,Finance,Junior,M,36300,4100,40400,0,22,full-time
EMP0406,Marketing,Mid,M,53500,9600,63100,4,25,full-time
EMP0276,Finance,Director,M,79900,11000,90900,23,45,temporary
EMP0447,Operations,Junior,M,25400,1600,27000,0,22,full-time
EMP0142,Sales,Mid,F,42600,5600,48200,5,29,full-time
EMP0398,Marketing,Mid,F,43700,4000,47700,4,28,full-time
EMP0068,Engineering,Senior,M,61000,3900,64900,10,33,full-time
EMP0211,Finance,Junior,F,36500,4000,40500,0,22,full-time
EMP0169,Sales,Senior,M,55200,11000,66200,7,32,full-time
EMP0495,Operations,Director,M,71100,14000,85100,23,45,part-time
EMP0377,Marketing,Junior,F,30900,5200,36100,2,22,full-time
EMP0415,Marketing,Senior,F,56200,6100,62300,9,32,temporary
EMP0273,Finance,Director,F,87300,10500,97800,25,49,part-time
EMP0110,Sales,Junior,F,35600,6900,42500,1,25,full-time
EMP0249,Finance,Senior,M,55700,7500,63200,15,37,full-time
EMP0146,Sales,Mid,F,42100,5100,47200,6,25,part-time
EMP0093,Engineering,Lead,M,82100,16000,98100,14,38,part-time
EMP0153,Sales,Mid,F,42200,4900,47100,4,23,full-time
EMP0369,Marketing,Junior,F,30800,5600,36400,3,26,full-time
EMP0469,Operations,Mid,F,41200,6600,47800,7,31,full-time
EMP0084,Engineering,Senior,F,42700,6200,48900,10,33,full-time
EMP0246,Finance,Senior,F,59700,7200,66900,14,36,full-time
EMP0166,Sales,Mid,M,47800,2600,50400,5,26,full-time
EMP0164,Sales,Mid,M,51900,7300,59200,5,30,full-time
EMP0200,Finance,Junior,M,32300,5300,37600,0,24,full-time
EMP0229,Finance,Mid,M,45800,3900,49700,7,27,full-time
EMP0075,Engineering,Senior,M,78600,8500,87100,8,29,full-time
EMP0480,Operations,Senior,M,55600,4000,59600,11,35,full-time
EMP0359,Marketing,Junior,M,34500,5900,40400,2,22,temporary
EMP0251,Finance,Senior,M,62100,8700,70800,15,34,temporary
EMP0120,Sales,Junior,M,28600,1600,30200,1,22,full-time
EMP0311,HR,Mid,M,40800,3300,44100,4,24,full-time
EMP0300,HR,Junior,F,32500,6200,38700,1,25,part-time
EMP0256,Finance,Senior,F,59700,11700,71400,8,33,full-time
EMP0355,Marketing,Junior,F,35100,4000,39100,0,22,full-time
EMP0401,Marketing,Mid,F,36500,3500,40000,5,30,full-time
EMP0226,Finance,Mid,M,42000,3500,45500,7,29,full-time
EMP0354,Marketing,Junior,M,37500,7300,44800,0,22,full-time
EMP0235,Finance,Mid,M,42300,6900,49200,6,28,full-time
EMP0384,Marketing,Mid,F,41300,3200,44500,7,29,full-time
EMP0275,Finance,Director,M,86700,16900,103600,13,34,full-time
EMP0037,Engineering,Mid,M,58500,3100,61600,5,30,full-time
EMP0197,Finance,Junior,M,35300,6000,41300,3,24,full-time
EMP0140,Sales,Mid,F,38400,3500,41900,5,24,full-time
EMP0366,Marketing,Junior,F,31400,4400,35800,0,25,full-time
EMP0245,Finance,Mid,F,43900,2400,46300,3,25,full-time
EMP0441,Operations,Junior,M,23900,1600,25500,3,22,full-time
EMP0287,HR,Junior,F,29700,2200,31900,0,22,full-time
EMP0060,Engineering,Mid,F,41300,5400,46700,7,26,full-time
EMP0112,Sales,Junior,F,33600,6600,40200,1,22,full-time
EMP0090,Engineering,Lead,F,81900,8100,90000,12,35,full-time
EMP0438,Operations,Junior,F,24800,4000,28800,1,25,full-time
EMP0007,Engineering,Junior,M,34900,6200,41100,2,25,full-time
EMP0362,Marketing,Junior,F,35200,6100,41300,3,23,full-time
EMP0347,HR,Director,F,70100,7800,77900,25,50,full-time
EMP0339,HR,Senior,F,56900,6500,63400,10,30,full-time
EMP0159,Sales,Mid,F,46700,8300,55000,4,23,full-time
EMP0151,Sales,Mid,M,44900,7200,52100,5,27,temporary
EMP0178,Sales,Senior,F,52900,7400,60300,10,32,full-time
EMP0395,Marketing,Mid,F,47600,5600,53200,7,29,full-time
EMP0185,Sales,Senior,M,61000,12100,73100,8,33,full-time
EMP0451,Operations,Junior,F,29200,4400,33600,3,25,full-time
EMP0011,Engineering,Junior,F,35600,1900,37500,1,22,full-time
EMP0382,Marketing,Mid,M,44000,5200,49200,6,26,part-time
EMP0104,Sales,Junior,F,33600,1900,35500,2,22,full-time
EMP0082,Engineering,Senior,M,64100,4100,68200,13,35,temporary
EMP0039,Engineering,Mid,M,46100,8700,54800,4,25,full-time
EMP0315,HR,Mid,M,41700,5400,47100,7,32,full-time
EMP0168,Sales,Senior,F,58800,4800,63600,8,31,full-time
EMP0471,Operations,Mid,M,36700,4000,40700,7,30,full-time
EMP0297,HR,Junior,M,26200,4000,30200,3,26,full-time
EMP0476,Operations,Mid,F,42600,4600,47200,4,26,full-time
EMP0199,Finance,Junior,M,28600,3800,32400,3,24,full-time
EMP0298,HR,Junior,M,25100,3300,28400,2,24,full-time
EMP0418,Marketing,Senior,F,54200,7200,61400,8,33,full-time
EMP0147,Sales,Mid,M,42700,6700,49400,5,28,full-time
EMP0394,Marketing,Mid,M,42100,7000,49100,5,25,part-time
EMP0148,Sales,Mid,M,53600,6200,59800,3,22,full-time
EMP0449,Operations,Junior,M,22900,2600,25500,2,27,full-time
EMP0288,HR,Junior,M,30400,3500,33900,0,25,full-time
EMP0124,Sales,Junior,M,28100,5300,33400,1,22,full-time
EMP0370,Marketing,Junior,F,30600,3000,33600,2,22,full-time
EMP0097,Engineering,Lead,F,82500,5400,87900,14,34,full-time
EMP0144,Sales,Mid,F,37200,5500,42700,6,29,full-time
EMP0240,Finance,Mid,F,46500,3400,49900,4,27,part-time
EMP0473,Operations,Mid,F,38200,2300,40500,3,26,part-time
EMP0098,Engineering,Lead,F,78700,8500,87200,11,33,full-time
EMP0409,Marketing,Senior,F,71900,9400,81300,14,39,full-time
EMP0123,Sales,Junior,M,32600,5300,37900,0,22,full-time
EMP0184,Sales,Senior,F,58900,9400,68300,8,31,full-time
EMP0203,Finance,Junior,F,35200,1900,37100,0,25,full-time
EMP0247,Finance,Senior,M,75600,4000,79600,11,33,temporary
EMP0306,HR,Mid,F,37300,2300,39600,4,24,full-time
EMP0299,HR,Junior,M,34900,5000,39900,1,22,full-time
EMP0352,Marketing,Junior,M,31900,2300,34200,1,23,part-time
EMP0423,Marketing,Senior,M,64400,4100,68500,10,29,full-time
EMP0397,Marketing,Mid,M,43900,4800,48700,6,25,temporary
EMP0285,HR,Junior,M,32700,3900,36600,2,23,full-time
EMP0126,Sales,Junior,M,29300,5200,34500,2,27,full-time
EMP0303,HR,Junior,F,31800,2700,34500,2,23,full-time
EMP0224,Finance,Mid,M,46100,4600,50700,3,26,full-time
EMP0426,Marketing,Director,F,78900,9300,88200,16,36,full-time
EMP0220,Finance,Mid,M,48400,8400,56800,7,30,full-time
EMP0130,Sales,Junior,M,32600,5200,37800,2,22,full-time
EMP0422,Marketing,Senior,M,70800,7000,77800,12,32,full-time
EMP0290,HR,Junior,F,29500,2000,31500,0,24,part-time
EMP0456,Operations,Junior,F,23200,3300,26500,0,22,full-time
EMP0378,Marketing,Junior,F,28800,4900,33700,2,23,full-time
EMP0292,HR,Junior,F,26200,1900,28100,3,27,full-time
EMP0356,Marketing,Junior,F,28000,2400,30400,3,26,full-time
EMP0295,HR,Junior,M,31800,5400,37200,2,25,full-time
EMP0368,Marketing,Junior,M,33100,3500,36600,1,23,full-time
EMP0341,HR,Director,F,64200,8600,72800,13,33,full-time
EMP0113,Sales,Junior,M,32700,3300,36000,1,22,full-time
EMP0180,Sales,Senior,M,54600,3700,58300,9,31,full-time
EMP0308,HR,Mid,M,47500,7400,54900,3,23,full-time
EMP0434,Marketing,Director,M,78900,11700,90600,25,47,part-time
EMP0489,Operations,Senior,F,59400,4200,63600,9,32,full-time
EMP0483,Operations,Senior,M,58100,3900,62000,11,32,part-time
EMP0361,Marketing,Junior,F,33700,2600,36300,2,22,full-time
EMP0234,Finance,Mid,M,48700,8000,56700,4,23,temporary
EMP0312,HR,Mid,F,43000,7900,50900,3,23,full-time
EMP0165,Sales,Mid,F,38700,3700,42400,4,25,full-time
EMP0137,Sales,Mid,M,47500,6200,53700,4,25,full-time
EMP0198,Finance,Junior,F,30700,2000,32700,0,22,full-time
EMP0259,Finance,Senior,F,69800,7000,76800,13,34,part-time
EMP0233,Finance,Mid,M,43200,4600,47800,7,28,full-time
EMP0116,Sales,Junior,M,29800,2400,32200,2,23,full-time
EMP0121,Sales,Junior,F,27900,3500,31400,0,22,full-time
EMP0350,Marketing,Junior,F,32800,4700,37500,0,22,full-time
EMP0225,Finance,Mid,F,39000,3400,42400,7,27,full-time
EMP0404,Marketing,Mid,M,43600,6900,50500,7,26,full-time
EMP0399,Marketing,Mid,M,47600,4200,51800,4,23,full-time
EMP0128,Sales,Junior,F,22300,3000,25300,0,25,full-time
EMP0286,HR,Junior,F,30600,3900,34500,2,26,full-time
EMP0413,Marketing,Senior,F,70700,9400,80100,8,27,full-time
EMP0108,Sales,Junior,M,29600,4800,34400,1,23,full-time
EMP0372,Marketing,Junior,M,29400,2300,31700,3,24,full-time
EMP0326,HR,Mid,M,43600,7100,50700,3,25,temporary
EMP0134,Sales,Mid,M,42200,2500,44700,3,28,full-time
EMP0365,Marketing,Junior,F,34600,3400,38000,3,25,full-time
EMP0045,Engineering,Mid,F,49200,3800,53000,5,24,full-time
EMP0462,Operations,Mid,M,37600,4200,41800,7,30,full-time
EMP0066,Engineering,Senior,F,69800,8500,78300,11,35,full-time
EMP0284,HR,Junior,F,26500,4000,30500,3,26,full-time
EMP0086,Engineering,Senior,M,72800,4700,77500,13,37,full-time
EMP0243,Finance,Mid,M,51100,5800,56900,5,27,full-time
EMP0187,Sales,Director,F,77600,9600,87200,23,48,full-time
EMP0385,Marketing,Mid,M,56200,3400,59600,4,29,full-time
EMP0160,Sales,Mid,F,41900,2400,44300,5,28,full-time
EMP0013,Engineering,Junior,F,37200,7200,44400,0,23,full-time
EMP0036,Engineering,Mid,M,43000,3100,46100,5,29,full-time
EMP0029,Engineering,Junior,F,30000,4600,34600,1,23,full-time
EMP0171,Sales,Senior,F,55700,3100,58800,14,35,full-time
EMP0143,Sales,Mid,M,46700,8900,55600,6,27,full-time
EMP0400,Marketing,Mid,F,44300,3200,47500,6,27,full-time
EMP0343,HR,Director,M,65800,4000,69800,23,47,full-time
EMP0222,Finance,Mid,F,44600,7200,51800,3,22,part-time
EMP0096,Engineering,Lead,M,80300,14900,95200,18,39,full-time
EMP0052,Engineering,Mid,M,50300,4900,55200,4,23,full-time
EMP0241,Finance,Mid,M,42100,7100,49200,7,28,full-time
EMP0374,Marketing,Junior,F,29500,3000,32500,1,22,full-time
EMP0392,Marketing,Mid,F,55600,7600,63200,3,25,full-time
EMP0179,Sales,Senior,M,49800,3100,52900,13,32,full-time
EMP0042,Engineering,Mid,F,50000,9200,59200,3,25,full-time
EMP0437,Marketing,Director,F,78800,13300,92100,22,44,full-time
EMP0389,Marketing,Mid,M,42000,4400,46400,3,24,full-time
EMP0207,Finance,Junior,M,29600,4700,34300,3,28,full-time
EMP0283,HR,Junior,M,29600,5600,35200,0,22,full-time
EMP0255,Finance,Senior,M,63400,3500,66900,10,30,full-time
EMP0477,Operations,Mid,F,38800,4900,43700,4,26,full-time
EMP0005,Engineering,Junior,F,34600,3800,38400,3,25,temporary
EMP0257,Finance,Senior,M,67300,4600,71900,12,31,part-time
EMP0450,Operations,Junior,F,25700,1900,27600,1,24,full-time
EMP0101,Engineering,Lead,M,91300,10300,101600,17,41,part-time
EMP0227,Finance,Mid,M,52400,7100,59500,4,25,part-time
EMP0429,Marketing,Director,F,86900,12300,99200,17,36,full-time
EMP0214,Finance,Junior,F,30800,5400,36200,1,25,full-time
EMP0424,Marketing,Senior,F,56400,3500,59900,11,32,full-time
EMP0172,Sales,Senior,F,55900,8700,64600,8,28,full-time
EMP0099,Engineering,Lead,M,82300,4500,86800,18,37,full-time
EMP0293,HR,Junior,M,33000,5500,38500,0,25,full-time
EMP0216,Finance,Junior,M,29000,2600,31600,3,27,temporary
EMP0062,Engineering,Mid,M,43600,6300,49900,6,29,temporary
EMP0048,Engineering,Mid,F,49500,7200,56700,3,26,full-time
EMP0033,Engineering,Junior,M,40000,5200,45200,1,25,full-time
EMP0268,Finance,Director,F,82300,4500,86800,12,33,full-time
EMP0328,HR,Senior,M,53300,3400,56700,12,32,full-time
EMP0201,Finance,Junior,F,32300,2700,35000,1,22,part-time
EMP0448,Operations,Junior,M,28700,1700,30400,3,22,full-time
EMP0028,Engineering,Junior,M,32000,5500,37500,0,22,full-time
EMP0391,Marketing,Mid,M,45700,3500,49200,6,27,full-time
EMP0231,Finance,Mid,M,46200,7500,53700,4,26,full-time
EMP0261,Finance,Senior,M,76300,4700,81000,12,34,full-time
EMP0289,HR,Junior,F,29200,2500,31700,1,26,full-time
EMP0163,Sales,Mid,M,37400,2200,39600,3,23,full-time
EMP0427,Marketing,Director,F,72700,11300,84000,19,39,full-time
EMP0139,Sales,Mid,F,37800,5000,42800,7,31,full-time
EMP0063,Engineering,Mid,F,54400,4900,59300,6,26,full-time
EMP0136,Sales,Mid,F,39400,1900,41300,3,27,full-time
EMP0129,Sales,Junior,F,34500,5800,40300,0,22,full-time
EMP0478,Operations,Senior,M,57400,3500,60900,7,26,full-time
EMP0009,Engineering,Junior,M,37700,5300,43000,3,28,full-time
EMP0327,HR,Mid,M,37400,7400,44800,6,25,full-time
EMP0465,Operations,Mid,M,38500,5800,44300,3,28,full-time
EMP0065,Engineering,Mid,F,48700,4200,52900,3,26,full-time
EMP0301,HR,Junior,M,26500,2900,29400,0,25,full-time
EMP0015,Engineering,Junior,M,36100,2200,38300,2,22,full-time
EMP0157,Sales,Mid,M,50300,9800,60100,4,28,full-time
EMP0041,Engineering,Mid,F,54200,4200,58400,3,24,full-time
EMP0380,Marketing,Mid,M,52700,2700,55400,3,23,full-time
EMP0461,Operations,Mid,M,39700,7500,47200,7,26,full-time
EMP0405,Marketing,Mid,M,43200,2700,45900,3,22,temporary
EMP0217,Finance,Junior,M,32800,4700,37500,0,25,temporary
EMP0280,HR,Junior,M,31600,4100,35700,0,22,full-time
EMP0500,Operations,Director,M,82700,14600,97300,19,40,full-time
EMP0432,Marketing,Director,M,91700,13600,105300,12,37,full-time
EMP0338,HR,Senior,M,46200,8900,55100,12,31,full-time
EMP0237,Finance,Mid,F,44000,2700,46700,4,24,temporary
EMP0208,Finance,Junior,M,37200,4900,42100,1,22,full-time
EMP0213,Finance,Junior,M,38200,3300,41500,2,25,full-time
EMP0296,HR,Junior,F,31600,3000,34600,2,22,full-time
EMP0488,Operations,Senior,F,59700,9000,68700,11,33,full-time
EMP0252,Finance,Senior,M,49200,2800,52000,12,33,full-time
EMP0490,Operations,Senior,M,45000,3600,48600,7,28,part-time
EMP0470,Operations,Mid,F,35200,2500,37700,3,22,full-time
EMP0304,HR,Junior,M,30800,3800,34600,2,22,full-time
EMP0351,Marketing,Junior,F,28400,3700,32100,2,25,full-time
EMP0270,Finance,Director,F,81400,15700,97100,21,45,full-time
EMP0202,Finance,Junior,M,27500,1600,29100,3,28,temporary
EMP0162,Sales,Mid,F,42700,7000,49700,3,28,full-time
EMP0044,Engineering,Mid,F,54700,4000,58700,4,24,full-time
EMP0218,Finance,Mid,M,51200,5600,56800,7,32,full-time
EMP0402,Marketing,Mid,M,49600,2600,52200,5,27,full-time
EMP0191,Sales,Director,F,80000,4800,84800,22,43,full-time
EMP0310,HR,Mid,F,43700,2900,46600,7,32,full-time
EMP0260,Finance,Senior,F,68100,9400,77500,12,32,full-time
EMP0106,Sales,Junior,M,30900,4900,35800,1,22,full-time
